age,age_cat,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,two_year_recid,length_of_stay,label
42,25 - 45,Male,African-American,5,1,F,0,0,0,2,0
35,25 - 45,Female,African-American,0,1,M,1,0,1,2,0
20,Less than 25,Male,Caucasian,0,1,F,1,0,1,6,1
32,25 - 45,Female,Caucasian,2,1,F,1,0,1,32,1
21,Less than 25,Male,Caucasian,0,1,M,0,0,0,0,0
24,Less than 25,Male,African-American,0,0,M,1,0,1,1,0
24,Less than 25,Male,African-American,1,1,M,1,0,1,123,1
55,Greater than 45,Male,Hispanic,2,32,F,0,0,0,27,0
26,25 - 45,Male,African-American,0,1,M,1,0,1,0,0
52,Greater than 45,Male,Caucasian,8,0,F,0,0,0,39,0
27,25 - 45,Male,African-American,1,1,M,0,0,0,2,0
27,25 - 45,Female,Caucasian,0,0,M,0,0,0,0,0
56,Greater than 45,Male,Caucasian,0,1,F,0,0,0,1,0
52,Greater than 45,Male,Caucasian,16,4,F,1,0,1,11,1
37,25 - 45,Male,African-American,3,1,F,1,0,1,1,0
45,Greater than 45,Male,African-American,0,6,M,0,0,0,0,0
23,Less than 25,Male,African-American,1,39,M,0,0,0,39,0
36,25 - 45,Female,Caucasian,3,27,F,1,0,1,27,0
29,25 - 45,Female,African-American,0,3,F,0,0,0,0,0
21,Less than 25,Male,Hispanic,0,5,F,0,0,0,0,0
20,Less than 25,Male,Other,3,1,M,1,0,1,1,0
69,Greater than 45,Male,African-American,3,1,F,0,0,0,0,0
27,25 - 45,Male,African-American,11,1,F,0,0,0,4,1
28,25 - 45,Male,African-American,11,0,F,1,0,1,0,1
38,25 - 45,Male,African-American,4,1,M,1,0,0,0,0
30,25 - 45,Male,Other,0,1,F,0,0,0,0,0
19,Less than 25,Female,African-American,1,1,F,1,1,1,434,1
37,25 - 45,Female,Caucasian,1,1,F,0,0,0,1,0
34,25 - 45,Male,African-American,0,1,M,1,1,1,2,0
37,25 - 45,Male,Caucasian,7,1,F,1,0,1,69,1
21,Less than 25,Male,African-American,1,1,F,0,0,0,1,1
21,Less than 25,Male,African-American,0,1,F,1,0,1,7,1
38,25 - 45,Female,Caucasian,3,1,F,0,0,0,0,0
47,Greater than 45,Male,African-American,1,0,M,0,0,0,1,0
56,Greater than 45,Male,Caucasian,3,1,F,0,0,0,191,0
27,25 - 45,Male,African-American,2,1,F,1,0,1,246,1
23,Less than 25,Male,African-American,0,1,M,0,0,0,1,1
57,Greater than 45,Male,Caucasian,0,2,F,0,0,0,2,0
25,25 - 45,Male,African-American,9,17,F,0,0,0,12,1
23,Less than 25,Female,African-American,2,16,F,1,1,1,116,1
32,25 - 45,Male,African-American,8,0,F,1,0,1,2,1
36,25 - 45,Female,African-American,2,2,M,0,0,0,0,0
41,25 - 45,Male,African-American,5,1,M,0,0,0,0,0
31,25 - 45,Male,Hispanic,2,69,F,0,0,0,49,0
39,25 - 45,Female,Other,0,1,F,0,0,0,1,0
21,Less than 25,Male,African-American,1,1,F,1,1,1,1,0
43,25 - 45,Male,Caucasian,8,35,F,1,0,1,61,0
31,25 - 45,Male,African-American,2,1,M,0,0,0,2,0
37,25 - 45,Male,Caucasian,0,2,M,0,0,0,0,0
27,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
22,Less than 25,Male,African-American,2,22,F,1,0,1,16,0
59,Greater than 45,Male,Caucasian,2,19,F,0,0,0,18,0
33,25 - 45,Female,African-American,0,1,F,1,0,1,29,1
39,25 - 45,Male,Caucasian,21,216,F,0,0,0,194,1
43,25 - 45,Female,African-American,2,1,F,0,0,0,2,0
25,25 - 45,Male,Caucasian,5,1,F,1,0,1,101,0
36,25 - 45,Male,African-American,19,90,M,1,0,1,83,1
23,Less than 25,Male,African-American,3,1,F,1,0,1,3,0
43,25 - 45,Female,Caucasian,3,9,M,1,1,1,1,0
56,Greater than 45,Male,Caucasian,9,24,M,1,0,1,19,0
20,Less than 25,Female,African-American,1,1,F,1,0,1,3,1
50,Greater than 45,Male,African-American,2,28,M,1,0,1,0,0
24,Less than 25,Male,Other,2,49,M,1,0,1,2,1
54,Greater than 45,Female,Caucasian,1,4,M,0,0,0,3,0
20,Less than 25,Male,African-American,1,1,F,1,0,1,1,1
36,25 - 45,Male,Other,3,1,M,1,1,1,45,0
36,25 - 45,Female,African-American,3,0,F,1,0,1,0,0
56,Greater than 45,Male,African-American,0,1,M,0,0,0,1,0
25,25 - 45,Male,African-American,28,55,M,1,0,1,0,1
25,25 - 45,Male,African-American,2,1,F,1,0,0,1,1
42,25 - 45,Female,Caucasian,1,1,F,1,0,1,21,0
34,25 - 45,Male,African-American,9,1,M,1,1,1,0,1
48,Greater than 45,Male,African-American,4,1,F,0,0,0,1,0
34,25 - 45,Male,African-American,21,1,M,1,1,1,5,1
28,25 - 45,Male,Caucasian,0,1,F,0,0,0,0,0
32,25 - 45,Male,Caucasian,1,1,F,0,0,0,1,0
31,25 - 45,Female,Caucasian,2,1,F,0,0,0,1,0
24,Less than 25,Female,African-American,4,1,F,1,0,1,5,1
25,25 - 45,Female,Caucasian,0,0,F,1,0,1,0,0
32,25 - 45,Female,Caucasian,4,1,F,0,0,0,0,0
37,25 - 45,Male,African-American,20,0,F,1,0,1,35,1
24,Less than 25,Male,African-American,1,1,F,1,0,1,1,0
48,Greater than 45,Male,African-American,0,0,M,0,0,0,1,0
25,25 - 45,Male,African-American,9,43,F,1,1,1,49,1
35,25 - 45,Male,African-American,1,0,F,0,0,0,0,0
21,Less than 25,Male,African-American,1,1,F,1,0,1,1,0
21,Less than 25,Female,African-American,0,1,F,1,0,1,33,1
27,25 - 45,Female,Caucasian,0,1,F,1,0,1,2,0
22,Less than 25,Male,African-American,0,1,F,0,0,0,1,0
28,25 - 45,Male,African-American,4,0,F,0,0,0,0,0
26,25 - 45,Male,African-American,0,1,M,0,0,0,1,0
23,Less than 25,Male,Other,0,1,M,1,0,1,0,0
34,25 - 45,Male,Caucasian,0,1,F,0,0,0,0,0
22,Less than 25,Male,African-American,3,1,F,0,0,0,33,1
30,25 - 45,Male,Other,5,1,F,1,0,1,62,0
44,25 - 45,Male,Caucasian,5,0,F,0,0,0,6,0
57,Greater than 45,Male,Caucasian,1,1,F,0,0,0,17,0
22,Less than 25,Male,African-American,0,1,F,1,0,1,5,1
34,25 - 45,Male,African-American,0,1,F,0,0,0,0,0
24,Less than 25,Male,African-American,7,1,F,1,0,1,68,1
20,Less than 25,Male,Caucasian,0,1,F,0,0,0,0,0
35,25 - 45,Male,Caucasian,2,50,F,0,0,0,1,1
53,Greater than 45,Male,Hispanic,1,8,M,1,0,1,2,0
60,Greater than 45,Male,African-American,13,13,F,0,0,0,0,0
22,Less than 25,Female,African-American,2,1,F,0,0,0,1,0
43,25 - 45,Male,Hispanic,0,1,M,0,0,0,0,0
72,Greater than 45,Male,Caucasian,7,1,F,0,0,0,1,0
33,25 - 45,Male,African-American,3,1,F,1,0,1,3,0
24,Less than 25,Male,African-American,1,1,F,1,0,1,0,0
60,Greater than 45,Male,African-American,0,1,F,0,0,0,218,0
24,Less than 25,Male,Caucasian,3,1,F,1,0,1,7,0
43,25 - 45,Male,Other,2,1,M,0,0,0,0,0
30,25 - 45,Male,African-American,1,5,M,0,0,0,2,0
43,25 - 45,Female,Caucasian,0,1,M,0,0,0,29,0
48,Greater than 45,Male,Hispanic,1,8,M,0,0,0,5,0
54,Greater than 45,Male,Other,0,0,M,0,0,0,1,0
45,Greater than 45,Male,African-American,1,1,M,0,0,0,2,0
36,25 - 45,Male,Other,0,1,F,0,0,0,3,0
31,25 - 45,Male,Caucasian,1,0,M,1,0,0,1,0
40,25 - 45,Male,African-American,0,1,M,0,0,0,2,0
50,Greater than 45,Male,Caucasian,1,4,F,0,0,0,1,0
26,25 - 45,Female,Other,1,24,M,0,0,0,0,0
41,25 - 45,Male,African-American,7,0,F,0,0,0,0,0
34,25 - 45,Male,Caucasian,5,1,F,1,0,1,0,0
28,25 - 45,Female,Caucasian,0,1,F,0,0,0,2,0
30,25 - 45,Male,African-American,1,48,F,0,0,0,47,0
23,Less than 25,Male,Caucasian,2,0,F,1,0,1,0,1
37,25 - 45,Female,Hispanic,0,2,M,1,0,1,1,0
35,25 - 45,Male,Hispanic,5,1,M,0,0,0,0,0
21,Less than 25,Male,Caucasian,1,1,F,1,0,1,48,0
45,Greater than 45,Male,African-American,1,70,F,0,0,0,62,1
22,Less than 25,Female,African-American,2,1,M,1,0,1,34,1
29,25 - 45,Male,African-American,6,1,F,1,0,1,35,1
30,25 - 45,Female,African-American,0,2,M,0,0,0,0,0
45,Greater than 45,Male,Caucasian,3,1,M,1,1,1,92,0
24,Less than 25,Female,African-American,2,1,F,0,0,0,1,0
31,25 - 45,Male,Caucasian,4,0,F,1,0,1,29,1
56,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
44,25 - 45,Female,Hispanic,4,85,F,1,0,1,1,0
24,Less than 25,Male,African-American,14,1,F,1,1,1,180,1
38,25 - 45,Male,African-American,11,1,F,0,0,0,18,0
51,Greater than 45,Male,African-American,22,1,F,1,0,1,34,1
22,Less than 25,Male,Caucasian,0,1,F,0,0,0,0,0
28,25 - 45,Male,African-American,5,1,M,0,0,0,1,1
47,Greater than 45,Male,African-American,19,1,F,1,0,1,212,1
51,Greater than 45,Male,African-American,0,1,M,1,0,1,30,0
25,25 - 45,Male,Caucasian,1,0,M,0,0,0,42,0
53,Greater than 45,Male,Hispanic,1,1,F,0,0,0,1,0
30,25 - 45,Male,African-American,0,1,F,0,0,0,2,0
33,25 - 45,Male,Caucasian,0,0,F,1,1,1,0,0
35,25 - 45,Male,African-American,5,1,F,1,1,1,225,0
33,25 - 45,Female,African-American,0,1,F,0,0,0,1,0
65,Greater than 45,Male,African-American,11,1,F,0,0,0,0,1
59,Greater than 45,Male,Other,1,25,M,0,0,0,0,0
37,25 - 45,Female,African-American,4,1,M,0,0,0,0,0
33,25 - 45,Female,Caucasian,1,1,F,0,0,0,84,1
27,25 - 45,Male,African-American,2,1,F,1,0,1,132,1
29,25 - 45,Female,African-American,9,1,F,1,0,1,14,1
26,25 - 45,Male,Native American,11,64,F,1,1,1,241,1
24,Less than 25,Male,African-American,3,1,F,1,1,1,44,1
43,25 - 45,Male,African-American,5,1,F,0,0,0,0,1
37,25 - 45,Male,African-American,11,1,M,1,1,1,0,1
53,Greater than 45,Male,African-American,13,1,F,0,0,0,91,1
43,25 - 45,Male,African-American,4,39,F,1,0,0,38,0
26,25 - 45,Male,African-American,4,0,F,1,0,1,0,1
30,25 - 45,Female,Caucasian,1,27,M,0,0,0,0,0
27,25 - 45,Male,African-American,6,0,F,1,0,1,1,1
39,25 - 45,Male,Caucasian,9,1,F,1,0,1,1,0
37,25 - 45,Male,Caucasian,4,0,M,1,1,1,0,0
22,Less than 25,Male,Caucasian,3,0,M,1,0,1,10,1
25,25 - 45,Male,Caucasian,0,1,F,0,0,0,2,0
26,25 - 45,Male,Hispanic,1,0,F,0,0,0,0,0
28,25 - 45,Female,Caucasian,0,2,M,0,0,0,0,0
25,25 - 45,Male,African-American,0,1,M,1,0,1,1,0
58,Greater than 45,Male,Caucasian,1,1,F,0,0,0,3,0
29,25 - 45,Female,Caucasian,1,2,M,1,0,1,2,0
33,25 - 45,Male,African-American,8,0,F,0,0,0,2,0
38,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
38,25 - 45,Male,Caucasian,2,21,F,0,0,0,19,0
59,Greater than 45,Male,African-American,22,1,F,1,0,1,69,0
29,25 - 45,Male,Other,4,1,M,1,0,1,0,0
57,Greater than 45,Male,African-American,9,1,F,0,0,0,0,0
53,Greater than 45,Male,Caucasian,0,1,M,1,0,1,3,0
33,25 - 45,Male,African-American,2,1,F,1,1,1,0,1
58,Greater than 45,Male,Caucasian,1,1,M,0,0,0,0,0
51,Greater than 45,Male,Caucasian,1,1,M,0,0,0,0,0
25,25 - 45,Male,African-American,11,126,F,1,0,1,321,1
53,Greater than 45,Male,Caucasian,2,1,F,0,0,0,40,0
32,25 - 45,Male,Caucasian,0,1,M,1,0,1,17,0
35,25 - 45,Male,African-American,6,1,F,1,1,1,10,1
39,25 - 45,Male,Caucasian,1,1,F,0,0,0,1,0
36,25 - 45,Male,Hispanic,1,14,M,0,0,0,14,1
42,25 - 45,Female,Caucasian,5,1,M,1,0,1,6,0
37,25 - 45,Male,African-American,0,1,M,0,0,0,0,0
39,25 - 45,Male,Caucasian,0,1,F,0,0,0,3,0
52,Greater than 45,Female,Caucasian,3,25,M,0,0,0,0,0
60,Greater than 45,Male,Other,1,1,M,0,0,0,1,0
37,25 - 45,Male,Hispanic,2,1,M,1,0,0,0,0
42,25 - 45,Male,Caucasian,4,1,F,1,0,1,17,0
44,25 - 45,Male,Hispanic,0,1,M,1,1,1,0,0
23,Less than 25,Male,African-American,6,0,F,1,1,1,1,0
42,25 - 45,Female,African-American,0,1,M,1,0,1,0,0
28,25 - 45,Female,Caucasian,2,36,F,0,0,0,35,0
28,25 - 45,Male,African-American,5,0,F,0,0,0,0,0
38,25 - 45,Male,Caucasian,12,1,F,0,0,0,0,0
43,25 - 45,Female,African-American,2,1,F,1,0,1,1,0
42,25 - 45,Male,African-American,0,1,F,0,0,0,0,0
25,25 - 45,Female,Caucasian,0,1,M,0,0,0,0,0
32,25 - 45,Male,African-American,7,0,F,1,1,1,37,1
21,Less than 25,Male,African-American,0,0,F,1,0,1,0,0
35,25 - 45,Female,Caucasian,1,30,M,0,0,0,28,0
37,25 - 45,Male,Caucasian,0,1,F,0,0,0,126,0
33,25 - 45,Female,African-American,2,0,F,0,0,0,0,0
51,Greater than 45,Female,Caucasian,4,11,F,0,0,0,8,0
39,25 - 45,Male,Caucasian,3,1,F,1,0,0,2,0
35,25 - 45,Male,Hispanic,5,1,M,1,1,1,2,0
40,25 - 45,Male,African-American,3,1,F,0,0,0,13,1
32,25 - 45,Male,African-American,17,0,F,1,0,1,0,1
18,Less than 25,Male,Caucasian,4,85,F,1,0,1,1,1
32,25 - 45,Male,Caucasian,3,0,F,1,0,1,1,0
37,25 - 45,Male,Other,0,1,M,0,0,0,0,0
32,25 - 45,Male,African-American,10,1,F,1,0,1,0,0
47,Greater than 45,Male,Caucasian,5,0,M,1,1,1,0,0
23,Less than 25,Female,Caucasian,0,1,M,0,0,0,0,1
63,Greater than 45,Male,Caucasian,10,0,F,1,1,1,2,0
38,25 - 45,Male,African-American,16,1,F,1,1,1,241,1
32,25 - 45,Male,African-American,6,1,M,1,0,1,2,0
31,25 - 45,Male,African-American,4,1,F,1,1,1,24,1
23,Less than 25,Male,African-American,0,0,F,0,0,0,1,0
38,25 - 45,Male,Hispanic,1,1,M,0,0,0,126,0
47,Greater than 45,Female,Caucasian,0,3,M,0,0,0,0,0
33,25 - 45,Male,Caucasian,1,1,F,1,0,1,10,1
22,Less than 25,Male,Caucasian,1,11,F,1,0,0,8,0
26,25 - 45,Male,Caucasian,1,318,M,0,0,0,7,0
40,25 - 45,Male,Caucasian,0,1,M,1,0,1,0,0
36,25 - 45,Male,African-American,14,1,F,1,0,1,173,1
65,Greater than 45,Female,Caucasian,0,0,M,0,0,0,1,0
44,25 - 45,Male,Caucasian,4,231,M,1,0,1,1,0
22,Less than 25,Female,African-American,0,1,M,0,0,0,1,0
34,25 - 45,Male,Hispanic,0,0,M,0,0,0,0,0
38,25 - 45,Female,Hispanic,0,1,F,0,0,0,0,0
26,25 - 45,Female,Caucasian,4,2,F,1,0,1,0,0
20,Less than 25,Male,Hispanic,0,1,M,1,0,1,23,0
49,Greater than 45,Male,Hispanic,0,3,F,0,0,0,0,0
56,Greater than 45,Male,African-American,7,167,F,0,0,0,49,0
52,Greater than 45,Male,Caucasian,2,0,F,1,0,1,4,1
25,25 - 45,Male,Other,2,1,M,1,0,1,0,0
34,25 - 45,Male,African-American,5,1,F,0,0,0,4,0
33,25 - 45,Male,African-American,1,1,M,1,0,1,1,0
21,Less than 25,Male,African-American,1,1,F,0,0,0,0,1
46,Greater than 45,Male,African-American,9,1,F,0,0,0,5,0
22,Less than 25,Male,African-American,2,250,M,1,1,1,78,0
57,Greater than 45,Male,Caucasian,1,1,M,0,0,0,1,0
22,Less than 25,Male,African-American,2,0,F,1,0,1,0,0
48,Greater than 45,Female,Caucasian,1,1,M,1,0,1,1,0
40,25 - 45,Male,African-American,21,1,F,0,0,0,29,0
30,25 - 45,Female,African-American,1,1,F,0,0,0,0,0
21,Less than 25,Male,Caucasian,4,1,M,1,1,1,33,1
39,25 - 45,Female,African-American,22,1,F,1,1,1,3,1
27,25 - 45,Male,Caucasian,13,175,F,1,0,1,70,0
33,25 - 45,Female,Caucasian,0,1,M,1,0,1,1,0
24,Less than 25,Male,African-American,0,0,F,0,0,0,1,0
43,25 - 45,Male,African-American,0,1,F,1,0,1,1,0
45,Greater than 45,Female,Caucasian,0,0,M,0,0,0,1,0
51,Greater than 45,Male,African-American,3,18,F,0,0,0,2,0
35,25 - 45,Female,African-American,2,95,F,1,0,1,31,0
31,25 - 45,Male,African-American,9,1,M,1,0,1,0,1
27,25 - 45,Male,Caucasian,0,1,M,0,0,0,1,0
32,25 - 45,Male,African-American,1,1,F,0,0,0,0,0
49,Greater than 45,Male,Caucasian,0,3,M,0,0,0,0,0
29,25 - 45,Male,African-American,2,1,F,0,0,0,27,0
23,Less than 25,Male,African-American,2,1,F,1,0,1,1,0
30,25 - 45,Male,Asian,6,1,M,1,0,0,0,0
55,Greater than 45,Male,African-American,12,69,F,1,1,1,69,0
30,25 - 45,Male,Caucasian,0,0,M,0,0,0,56,0
34,25 - 45,Male,African-American,13,1,F,1,0,1,0,0
56,Greater than 45,Male,Caucasian,2,39,F,0,0,0,1,0
33,25 - 45,Male,African-American,4,0,F,0,0,0,1,0
28,25 - 45,Male,African-American,1,1,M,0,0,0,1,0
29,25 - 45,Male,African-American,1,1,F,0,0,0,40,1
38,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
37,25 - 45,Male,Caucasian,0,1,F,0,0,0,0,0
33,25 - 45,Female,Caucasian,0,1,M,1,0,1,0,0
30,25 - 45,Male,Hispanic,0,0,F,0,0,0,0,0
51,Greater than 45,Male,African-American,19,1,F,0,0,0,13,1
65,Greater than 45,Male,African-American,7,1,M,0,0,0,0,0
32,25 - 45,Female,African-American,1,1,M,0,0,0,0,0
38,25 - 45,Male,Caucasian,5,2,F,1,0,1,0,1
35,25 - 45,Male,African-American,1,1,F,0,0,0,0,0
57,Greater than 45,Male,Caucasian,1,26,F,0,0,0,0,0
26,25 - 45,Male,Caucasian,1,0,F,0,0,0,1,0
23,Less than 25,Female,Hispanic,7,228,M,1,1,1,1,1
36,25 - 45,Female,African-American,4,1,M,1,1,1,1,0
33,25 - 45,Female,Hispanic,2,10,F,1,0,1,9,0
35,25 - 45,Male,Caucasian,3,1,F,1,1,1,1,0
33,25 - 45,Male,African-American,0,1,F,0,0,0,0,0
47,Greater than 45,Male,Caucasian,0,0,M,0,0,0,1,0
53,Greater than 45,Female,Hispanic,0,1,M,0,0,0,0,0
31,25 - 45,Male,Other,6,1,F,0,0,0,0,0
35,25 - 45,Male,Caucasian,1,15,M,1,0,1,4,0
36,25 - 45,Female,African-American,1,1,F,1,1,1,0,0
25,25 - 45,Female,Caucasian,0,1,M,0,0,0,0,0
52,Greater than 45,Male,Hispanic,10,0,F,0,0,0,149,0
23,Less than 25,Male,Hispanic,3,249,M,1,1,1,276,1
34,25 - 45,Male,African-American,7,245,M,0,0,0,7,0
51,Greater than 45,Male,Caucasian,6,0,F,1,0,1,2,0
24,Less than 25,Male,African-American,8,1,F,1,0,1,214,1
32,25 - 45,Male,Caucasian,0,1,F,1,0,1,0,0
43,25 - 45,Male,African-American,8,1,F,1,0,1,348,1
45,Greater than 45,Male,African-American,20,1,M,1,0,0,46,1
42,25 - 45,Male,African-American,10,1,M,1,1,1,0,0
22,Less than 25,Male,African-American,1,1,F,1,0,1,6,1
49,Greater than 45,Male,African-American,4,26,F,0,0,0,1,0
42,25 - 45,Male,African-American,0,3,F,1,0,1,33,0
40,25 - 45,Male,Caucasian,0,1,M,1,1,1,29,1
25,25 - 45,Male,African-American,2,1,F,1,0,1,0,1
25,25 - 45,Male,Caucasian,0,1,M,1,0,1,2,0
23,Less than 25,Male,African-American,0,1,F,0,0,0,2,0
21,Less than 25,Male,Caucasian,2,1,F,1,0,1,1,1
31,25 - 45,Male,Caucasian,3,0,M,0,0,0,0,0
28,25 - 45,Female,African-American,0,0,M,0,0,0,0,0
24,Less than 25,Male,African-American,11,1,F,1,0,1,51,1
45,Greater than 45,Male,Caucasian,0,0,F,0,0,0,37,0
23,Less than 25,Male,African-American,2,1,M,1,0,1,1,0
39,25 - 45,Male,African-American,7,0,F,1,1,1,0,1
25,25 - 45,Male,Caucasian,2,63,F,0,0,0,42,0
24,Less than 25,Male,African-American,1,1,F,0,0,0,0,0
46,Greater than 45,Male,Caucasian,1,1,F,0,0,0,1,0
47,Greater than 45,Male,Caucasian,3,1,F,0,0,0,2,0
54,Greater than 45,Male,Caucasian,2,66,M,1,1,1,1,0
22,Less than 25,Male,African-American,1,1,M,1,0,1,0,0
34,25 - 45,Female,Caucasian,0,2,M,0,0,0,1,0
33,25 - 45,Male,Caucasian,0,0,M,1,0,1,0,0
27,25 - 45,Male,Caucasian,1,1,M,0,0,0,0,0
29,25 - 45,Male,African-American,16,1,F,1,0,1,0,1
34,25 - 45,Male,Hispanic,3,6,M,0,0,0,5,0
32,25 - 45,Male,African-American,1,115,F,0,0,0,0,0
29,25 - 45,Male,African-American,0,0,M,0,0,0,0,0
25,25 - 45,Female,Caucasian,2,1,M,1,0,1,0,0
34,25 - 45,Male,Caucasian,16,1,F,1,0,1,1,0
55,Greater than 45,Female,African-American,1,1,F,0,0,0,0,0
27,25 - 45,Male,African-American,0,1,F,1,0,1,0,0
26,25 - 45,Male,African-American,0,1,M,0,0,0,1,0
39,25 - 45,Male,African-American,19,1,F,1,0,1,179,1
24,Less than 25,Male,African-American,1,0,F,0,0,0,0,1
29,25 - 45,Male,Caucasian,0,0,M,0,0,0,0,0
31,25 - 45,Female,Caucasian,3,468,F,1,0,1,1,1
50,Greater than 45,Male,African-American,13,0,F,1,0,1,242,0
25,25 - 45,Male,Hispanic,2,1,F,1,0,1,0,0
31,25 - 45,Male,African-American,4,12,F,1,0,1,2,0
31,25 - 45,Male,Other,0,1,M,0,0,0,0,0
26,25 - 45,Male,Caucasian,2,1,F,1,0,0,0,0
54,Greater than 45,Male,Caucasian,2,0,F,0,0,0,97,0
33,25 - 45,Male,African-American,14,1,F,1,1,1,0,1
22,Less than 25,Male,African-American,0,1,M,1,0,1,0,0
35,25 - 45,Male,African-American,8,0,F,1,0,0,239,1
30,25 - 45,Female,Other,4,27,F,1,0,1,1,1
25,25 - 45,Male,African-American,0,1,F,0,0,0,0,0
25,25 - 45,Male,African-American,0,0,F,0,0,0,0,0
44,25 - 45,Male,African-American,0,1,F,1,0,1,0,0
29,25 - 45,Female,Caucasian,2,1,F,1,0,1,8,1
46,Greater than 45,Male,Caucasian,2,23,F,1,0,1,2,0
53,Greater than 45,Male,Caucasian,0,0,M,0,0,0,4,0
24,Less than 25,Male,African-American,2,1,F,1,0,1,1,1
52,Greater than 45,Female,African-American,2,1,F,1,0,1,1,0
27,25 - 45,Male,African-American,0,1,M,1,0,1,0,0
41,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
21,Less than 25,Female,African-American,0,2,F,1,0,1,0,0
24,Less than 25,Male,Caucasian,1,0,F,0,0,0,0,0
38,25 - 45,Male,Caucasian,8,32,F,0,0,0,0,0
23,Less than 25,Male,Caucasian,0,1,M,0,0,0,0,0
42,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
32,25 - 45,Male,Caucasian,4,47,F,0,0,0,5,0
24,Less than 25,Male,Hispanic,3,597,M,1,1,1,0,1
24,Less than 25,Male,African-American,5,1,F,1,0,1,1,1
26,25 - 45,Male,African-American,4,1,F,1,0,1,0,1
50,Greater than 45,Male,Caucasian,9,1,F,1,0,1,424,0
32,25 - 45,Female,African-American,3,1,M,0,0,0,1,0
40,25 - 45,Male,African-American,13,1,F,0,0,0,1,1
25,25 - 45,Male,Caucasian,1,81,M,1,0,1,0,0
42,25 - 45,Male,Hispanic,1,118,F,0,0,0,118,0
27,25 - 45,Male,African-American,2,0,F,0,0,0,0,0
23,Less than 25,Male,Caucasian,0,1,F,1,0,1,0,1
37,25 - 45,Male,African-American,22,1,M,1,0,1,1,1
32,25 - 45,Male,African-American,1,1,M,1,1,1,3,0
38,25 - 45,Male,African-American,2,43,M,1,1,1,6,1
52,Greater than 45,Male,Caucasian,4,1,M,1,0,1,1,0
29,25 - 45,Male,Caucasian,2,1,F,0,0,0,3,0
28,25 - 45,Male,African-American,7,1,M,1,1,1,0,0
49,Greater than 45,Male,African-American,0,0,M,0,0,0,0,0
50,Greater than 45,Male,Caucasian,0,2,F,0,0,0,2,0
26,25 - 45,Male,Caucasian,2,0,F,1,0,1,1,0
34,25 - 45,Female,Caucasian,0,1,F,1,0,1,31,1
28,25 - 45,Female,Caucasian,1,1,F,1,0,0,9,1
36,25 - 45,Male,Caucasian,4,74,F,1,0,1,37,1
45,Greater than 45,Male,African-American,1,48,F,1,0,1,47,0
30,25 - 45,Male,African-American,0,0,F,1,0,1,0,0
24,Less than 25,Male,African-American,3,1,F,1,0,1,1,0
25,25 - 45,Male,African-American,0,0,M,1,1,1,0,0
25,25 - 45,Male,African-American,4,1,M,1,1,1,9,0
45,Greater than 45,Male,Caucasian,2,1,F,0,0,0,0,0
26,25 - 45,Male,Caucasian,1,1,F,1,0,1,3,1
37,25 - 45,Male,Other,2,1,F,0,0,0,28,0
24,Less than 25,Male,Hispanic,0,1,M,0,0,0,1,0
40,25 - 45,Male,Caucasian,2,1,M,0,0,0,1,0
60,Greater than 45,Male,Caucasian,1,1,M,0,0,0,0,0
33,25 - 45,Female,Hispanic,0,2,F,0,0,0,0,0
31,25 - 45,Male,African-American,6,1,F,0,0,0,0,1
53,Greater than 45,Male,Hispanic,18,0,F,0,0,0,1,0
55,Greater than 45,Male,Hispanic,0,7,M,0,0,0,5,0
36,25 - 45,Male,Caucasian,4,1,M,0,0,0,0,0
30,25 - 45,Male,Other,6,1,F,1,1,1,17,1
21,Less than 25,Male,African-American,1,15,F,1,0,1,15,1
55,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
22,Less than 25,Male,Caucasian,1,1,F,1,0,1,0,0
23,Less than 25,Female,African-American,1,6,F,0,0,0,0,0
24,Less than 25,Female,Caucasian,7,125,M,1,0,1,125,1
40,25 - 45,Female,African-American,13,752,F,1,1,1,107,1
57,Greater than 45,Male,Caucasian,9,1,F,1,0,1,58,0
33,25 - 45,Male,Caucasian,0,2,M,1,0,1,0,0
32,25 - 45,Male,Caucasian,2,0,F,0,0,0,1,0
47,Greater than 45,Male,Caucasian,3,1,F,0,0,0,13,0
51,Greater than 45,Male,Caucasian,6,11,M,1,0,1,18,0
22,Less than 25,Male,African-American,1,1,F,0,0,0,1,0
47,Greater than 45,Male,Caucasian,2,1,F,0,0,0,1,0
28,25 - 45,Male,Caucasian,1,21,F,1,0,1,0,0
21,Less than 25,Male,African-American,1,117,F,1,0,1,41,1
28,25 - 45,Male,African-American,5,1,F,0,0,0,34,1
44,25 - 45,Female,Caucasian,1,0,M,1,0,1,6,0
25,25 - 45,Male,African-American,0,0,F,1,0,1,2,0
34,25 - 45,Male,African-American,4,1,M,0,0,0,0,0
65,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
33,25 - 45,Male,Caucasian,5,0,F,1,0,1,119,0
23,Less than 25,Female,Caucasian,0,1,M,0,0,0,0,0
